source	default_branch	stars	license	readme_status	word_count	line_count	families	evidence_terms
MonyetBatu/practice-theory-implementation	main	1	Apache-2.0	ok	1208	213	runtime_capability_matrix,session_command_center,autonomous_loop_receipts,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Adapter|session|Loop|Judge|Context|safe|API|task|state|bundle|ci|rules
hannsxpeter/mythify	main	1	MIT	ok	1597	250	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|model|worktree|session|loop|verifier|cost|memory|lint|MCP|plan|workflow|Install|CI|project
IgorGanapolsky/mac-yolo-safeguards	main	1	MIT	ok	2313	282	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Claude|sandbox|session|lock|loop|QA|Telemetry|memory|safe|tool|spec|guard|install|check|template|eval
fastbeast2023-netizen/awesome-harness-engineering	main	1	NOASSERTION	ok	1153	235	agent_catalog_watch,session_command_center,mailbox_conflict_locks,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	awesome|board|lock|permission|tool|task|workflow|install|check|project|Harness Engineering
zhuzhiguang927-spec/investor-harness-oss	main	1	MIT	ok	917	153	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|Codex|environment|monitor|Shared|event|skill|credential|tool|task|state|install|ci|rules
Siddhant-Goswami/Crucible	main	1	MIT	ok	1623	196	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|adapter|sandbox|dashboard|lock|loop|verifier|cost|LEARN|safe|search|task|State|install|ci|rules|score|topic
Edge-Explorer/Kaggle-SAE	main	1	MIT	ok	919	132	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Model|Environment|board|autonomous|benchmark|TOKEN|prompt|Safe|API|spec|workflow|ci|template|eval
tabbypyrotechnic519/claw-code-parity	main	1	NOASSERTION	ok	988	181	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,harness_taxonomy_curation	claude|Status|message|history|prompt|security|browser|archive|workflow|Check|project|Topic
rapoii/vex	master	0	MIT	ok	548	102	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	curat|Claude|environment|Status|Shared|Cost|skill|security|tool|task|workflow|Marketplace|feedback|rules|fixture
desty/isms-p-assist	main	0	Apache-2.0	ok	1237	212	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection	Claude|Preview|lock|judge|knowledge|GUARD|tool|PLAN|workflow|ci|AGENTS.md
WhiteNoiseK/agent-harness-starter	main	0	MIT	ok	1041	97	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,verifier_council,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|model|isolate|status|lock|reviewer|knowledge|guard|search|TASK|PHASE|MANIFEST|ci|project|SCORE
zjukop/deepseek-harness	main	0	MIT	ok	345	149	agent_catalog_watch,runtime_capability_matrix,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake	list|Claude|Message|token|Context|API|task|manifest|CI
sriv2804/agentflow	main	0	NOASSERTION	ok	438	95	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Runtime|session|channel|loop|history|prompt|safe|tool|spec|install|ci|Project|eval
frankxai/agentic-ops-hub	main	0	NOASSERTION	ok	1148	179	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	curat|Claude|worktree|status|Coordination|autonomous|Evaluate|telemetry|skill|safe|MCP|plan|guard|ci|AGENTS.md|Eval
tahasiddiquii/ai-harness	main	0	MIT	ok	1043	184	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	list|Model|environment|lock|loop|judge|Trace|context|safe|tool|workflow|registry|ci|AGENTS.md|eval|query
svenbecht/00Z	main	0	MIT	ok	949	209	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	catalog|adapter|Status|lock|reviewer|token|prompt|security|tool|spec|workflow|bundle|check|template|fixture
Luis247911/universal-ai-workspace-foundation	main	0	MIT	ok	2112	234	agent_catalog_watch,runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Claude|Session|lock|Loop|judge|observability|Skill|Guard|API|Plan|install|ci|AGENTS.md|Eval
aelaguiz/rally	main	0	MIT	ok	1801	412	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	list|Codex|environment|status|lock|loop|history|memory|Security|api|spec|workflow|Install|CI|project|Score
minzique/pi-team	main	0	MIT	ok	547	115	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,agent_ssot_projection,harness_taxonomy_curation	list|model|Container|session|message|token|prompt|tool|spec|state|Install|single source|topic
IshiharaHaruki/awesome-loop-engineering	main	0	CC0-1.0	ok	808	74	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	Awesome|claude|worktree|session|lock|Loop|verifier|cost|prompt|permission|tool|plan|state|package|ci|project|eval|Harness Engineering
SyntagmaNull/ai-agent-reliability-harness	main	0	Apache-2.0	ok	651	147	runtime_capability_matrix,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	runtime|monitor|long-running|evaluate|telemetry|memory|policy|tool|task|state|check|project|eval
roverdude24/agentic-visual-grounding-rubric	main	0	MIT	ok	1380	254	agent_catalog_watch,runtime_capability_matrix,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation	curat|Cursor|status|loop|judge|history|skill|tool|spec|install|check|project|rubric
TristanBietsch/rex	master	0	NOASSERTION	ok	175	54	runtime_capability_matrix,session_command_center,skill_memory_hygiene,tool_augmentation,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake	model|terminal|prompt|tool|state|Install|check
selfradiance/rollback-receipt	main	0	NOASSERTION	ok	499	101	agent_catalog_watch,runtime_capability_matrix,session_command_center,autonomous_loop_receipts,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	list|integration|Session|receipt|safe|Tool|plan|workflow|install|ci|project
noopolis/daimon	main	0	MIT	ok	685	149	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,extension_preset_bundle_registry,feedback_session_intake	runtime|session|shared|history|memory|credential|API|spec|package|check
CarlSR9001/whetstone	master	0	AGPL-3.0	ok	1492	298	runtime_capability_matrix,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,verifier_council,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	adapter|session|lock|receipt|judge|provenance|learn|egress|search|spec|state|ci|rules|score|query
selfradiance/work-session-ledger	main	0	NOASSERTION	ok	692	143	runtime_capability_matrix,session_command_center,autonomous_loop_receipts,verifier_council,observability_provenance,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection	Model|Session|receipt|judge|history|safe|tool|spec|workflow|manifest|check|project
hhamja/loop-engineering-architecture	main	0	MIT	ok	762	106	agent_catalog_watch,runtime_capability_matrix,isolated_sandbox_runner,session_command_center,mailbox_conflict_locks,autonomous_loop_receipts,observability_provenance,skill_memory_hygiene,security_credential_egress,tool_augmentation,change_package_delta_archive,state_machine_tool_policy,extension_preset_bundle_registry,feedback_session_intake,agent_ssot_projection,skill_efficacy_evaluation,harness_taxonomy_curation	awesome|Runtime|sandbox|Status|lock|Loop|token|prompt|Security|tool|plan|phase|install|ci|single source|eval|Harness Engineering
